UZUM1557	г. Ташкент, Мирзо -Улугбекский р-н, МСГ Минглола, массив Карасу-6, д. 16-Б	Olma М-188  ( Ташкент )
UZUM1558	г. Ташкент, Мирзо-Улугбекский район, массив Карасу,ул. Ш.  Бурханова, 2-й квартал, 23	Корзинка Карасу
UZUM1559	г.Ташкент, Учтепинский  р-н,, ул. Фазылтепа, 93	Корзинка Учтепа
UZUM1560	г. Ташкент, ул. Кукча Дарвоза, 628	Korzinka Бешкайрагоч
UZUM1561	г. Ташкент, Яшнабадский район, квартал Авиасозлар	Korzinka Ависозлар
UZUM1562	г. Ташкент, Шайхантахурский район, массив Джангох, 13	Korzinka Абай
UZUM1563	г. Ташкент, Мирзо-Улугбекский район, 2-й тупик Жасорат, 9	Korzinka Луначарский
UZUM1564	Ташкент, улица Ахмада Югнаки	Korzinka Югнакий
UZUM1565	г. Ташкент, ул. Садыка Азимова, 51	Korzinka Амор Мия
UZUM1566	Ташкентская обл., Зангиотинский район, проспект Назарбека, 12.	Korzinka Назарбек
UZUM1567	г. Ургенч, махаллинский сход граждан Навбахор, ул. Ёгду, 40	Urgench city mall
UZUM1568	Хорезмская область, Ургенчский район, махалля Шерматлар,4-й проезд Тафаккур	REGISTON MARKET
UZUM1571	Ташкентская область, г. Ахангаран, улица Алишера Навои, 5	Франшиза ПВЗ маркет
UZUM1543	махаллинский сход граждан Янги Бунёдобод, Сергелийский район, 	Сергели Авто рынок
UZUM1545	г. Ташкент, Мирзо-Улугбекский район,махаллинский сход граждан Кухна Мевазар	Лукойл
UZUM1546	Ташкентская обл., г. Янгиюль, ул.Дустлик, МФЙ Нуробод, дом 85	Лукойл
UZUM1547	Ташкентская обл., г. Янгиюль, ул.Дустлик, МФЙ Нуробод, дом 58	Лукойл
UZUM1573	г. Ташкент., Бектемирский район, ул. Байгара, д. 43)	Единое окно
UZUM1574	г. Ташкент.. Мирабадский район А.Проспект Тимура, 31	Единое окно
UZUM1575	г. Ташкент.. Мирзо Улугбекский район, улица Каландар, дом 2	Единое окно
UZUM1576	г. Ташкент.. Алмазарский район, улица Талабалар, 54	Единое окно
UZUM1577	г. Ташкент.. Сергелийский район, улица Обихайот, 3а)	Единое окно
UZUM1578	г. Ташкент.. Учтепинский район, улица Фархода, 21	Единое окно
UZUM1579	г. Ташкент.. Чиланзарский район, улица Бунёдкор, 7 Г	Единое окно
UZUM1580	г. Ташкент , площадь Чорсу д. 2	Единое окно
UZUM1581	г. Ташкент.. Юнусабадский район, улица Осиё, 4а	Единое окно
UZUM1582	г. Ташкент.. Яшнабадский район, 1-й переулок Авиасозлар, 7а	Единое окно
UZUM1583	г. Ташкент.. Янгихаётский район, улица Бирлик, 70	Единое окно
UZUM1584	Ташкенская обл., Ташкентский район, город Келес, улица Келес Йули, дом 4	Единое окно
UZUM1585	г. Ташкент, Шайхантахурский район, ул. Коратош, 5А	ТРЦ Samarqand Darvoza
UZUM1586	Ташкентская область,Зангиатинский район, махалля Гульбаг, ул. А.Темура 48	Korzinka Зангиота
UZUM1587	Ташкентская область г. Ангрен,  4-й квартал, 12	Единое окно
UZUM1588	Ташкентская обл. город Газалкент , Бостанлыкский район , улица Узгариш 20  	Единое окно
UZUM1589	Ташкентская обл., Город Бекабад,.Улица Гулам 365	Единое окно
UZUM1590	Ташкентская обл. Махаллинский сход граждан Олдинводий , Бекабадский район , улица Зафара	Единое окно
UZUM1591	Ташкентская обл., Букинский район, город Бука, улица Узбекистанская, дом 7	Единое окно
UZUM1592	Ташкентская обл., Зангиатинский район, курган Эшонгузар, улица Ойбека, дом 8	Единое окно
UZUM1593	Ташкентская обл., Город Янгиюль, Ш.Ул. Рашидова, 1А	Единое окно
UZUM1594	Ташкентская обл., Янгиюльский район Гулбахор г.Улица Рашидова 	Единое окно
UZUM1595	Ташкентская обл., Чиназский район, ш.Ул. Рашидова, д. 12	Единое окно
UZUM1596	Ташкентская обл., город Чирчик, улица Юсупова, 2А	Единое окно
UZUM1597	Ташкентская обл., Ортачирчикский район, улица Ёшлик	Единое окно
UZUM1598	Ташкентская обл., Юкоричирчикский район, поселок Янгибазар, улица Мустакиллик, 78	Единое окно
UZUM1599	Ташкентская обл., Ахангаранский район, улица Файз, 7А	Единое окно
UZUM1600	Ташкентская обл., г. Ахангаран, Улица А.Тимура, дом 15	Единое окно
UZUM1601	Ташкентская область г. Алмалык микрорайон 5/3	Единое окно
UZUM1602	Ташкентская обл., Паркентский район, А.Улица Навои 	Единое окно
UZUM1604	Ташкентская обл., город Нурафшон, улица Ташкент Йули, 58	Единое окно
UZUM1605	Ташкентская обл., Кибрайский район, улица Зебинисо, 1А	Единое окно
UZUM1606	Ташкентская обл.,Куйичирчикский район , г. Дустабад улица Мухамедкулова, 60A	Единое окно
UZUM1607	Ташкентская обл., Аккурганский район, улица Ойбека, 332	Единое окно
UZUM1608	Ташкентская область, Пискент улица Бобур Мирзо, 37, МСГ Митан	Единое окно
UZUM1603	г. Ташкент, Шайхантахурский район, массив Джангох, 34	Makro - 078
UZUM1611	г. Ташкент, Юнусабадский район улица Юнусата, 6Б, 	Tashkent supermarket
UZUM1613	г. Ташкент,  Юнисабадский район. ул. Ахмада Дониша, 47В	ТЦ Универсам
UZUM1609	г. Ташкент, Шайхантахурский район, махаллинский сход граждан Укчи.	ТЦ Park in MALL
UZUM1610	г. Ташкент, Шайхантахурский район, махаллинский сход граждан Укчи.	ТЦ Park in MALL
UZUM1614	г. Коканд, ул.Фуркат 75	Korzinka Коканд Гузаль
UZUM1615	Ферганская область, город Фергана, улица Абдулла Кадыри, 37а	Korzinka Фаргона
UZUM1616	г. Ташкент, Яшнабадский район, ул. Авиасозлар 3	Bellissimo Aviasozlar
UZUM1621	г. Ташкент, Яшнабадский район, махаллинский сход граждан Илтифот	Корзинка Махалля — Илтифот
UZUM1623	г. Ташкент, Чиланзарский район, квартал 19 дом1 (ул.Аль Хорезми дом 66/9)	Bellissimo Chilonzor 19
UZUM1624	г. Ташкент, Шайхантахурский район, махаллинский сход граждан Зафарабад, ул. Зафаробод, 12/1	Korzinka Махалля — Бустон
UZUM1626	г. Ташкент, Мирзо-Улугбекский р-н, улица Паркент, 131А	Bellissimo Parkentskiy
UZUM1629	г. Ташкент, Учтепинский район, массив Чиланзар, 11-й квартал, 4	Legion МАГАЗИН № 21 АЛЬ ХОРЕЗМИ
UZUM1630	г.Ташкент, Яшнабадский р-н, пересечение улиц Фергана Йули и Тантана, дом 2	Bellissimo Kuylyuk
UZUM1632	г. Ташкент, Шайхантахурский район, массив Хадра, 7	Bellissimo Ganga
UZUM1634	г. Ташкент,Яшнабадский район,Шахимарданская улица, 84	Bellissimo Korzinka yangiabad
UZUM1635	г. Ташкент, Сергелийский район, ул. Янги Сергели, 27	Korzinka Авторынок Сергели
UZUM1639	г. Ташкент., Чиланзарский р-н, ул. Чиланзарская	Bellissimo Gagarina
UZUM1640	г. Ташкент, Яшнабадский район, ул. Сарыкуль, 34	Legion Магазин №14 Саракулька
UZUM1641	г. Ташкент,  Шайхантахурский район, улица Ипакчи, 14	Korzinka H072 Ипакчи 2
UZUM1642	г.Ташкент, Мирзо-Улугбекский р-н, ул. Юзрабод (Белоножка), дом 1	Bellissimo TTZ Diadora
UZUM1612	Ташкент, Шайхонтохурский район, махаллинский сход граждан Гульбазар	Станция метро Чорсу
UZUM1617	г. Ташкент, ул. Кукча Дарвоза, дом 488	Bellissimo Kukcha
UZUM1618	г. Ташкент, Юнусабадский район, ул. Ифтихор, 1A	Legion Магазин №28 Телевышка
UZUM1619	г. Ташкент, ул. Буюк Ипак Йули, дом 123	Bellissimo M.Gorkiy
UZUM1620	Ташкент, Учтепинский район, массив Чиланзар, 22-й квартал, 30А	Legion Учтепа РОВД
UZUM1622	г. Ташкент, ул. Узбекистон овози 21	Bellissimo C1
UZUM1625	Ташкент,улица Уч Кахрамон, 12А	Bellissimo Yunusobod Setor
UZUM1627	г. Ташкент, улица Фараби, 463	Bellissimo Beltepa
UZUM1628	г. Ташкент, ул.Юнусота МФЙ 14	Bellissimo kristal ( buddy burger)
UZUM1631	г.Ташкент, Мирабадский р-н, (Ойбек-2) Афросиёб шох кучаси	Bellissimo Oybek metro
UZUM1633	г. Ташкент, Мирзо-Улугбекский район,улица Сайрам, 1Б	Bellissimo Buz bazar
UZUM1636	г. Ташкент, улица Ислама Каримова, 8/1	Bellissimo Drujba
UZUM1637	Ташкент, Алмазарский район, массив Каракамыш, квартал 2/4, 19Б	Legion МАГАЗИН №53 КОРАКАМЫШ
UZUM1638	ул.Матбуотчилар, Зарафшан (Ата-Турк) и Сайилгох	Bellissimo Poytaxt
UZUM1643	г. Самарканд, улица Буюк Ипак Йули, 69А	Bellissimo Marhabo
UZUM1644	Самарканд, ул. Орзу Махмудов, 10	Bellissimo Orzu Makhmudova
UZUM1645	г. Самарканд, МСГ «Саъдий Шерозий», улица Туркистон, 148б	Korzinka Самаркад Туркистон
UZUM1646	г. Самарканд,улица Ибн Сины, 25А	Bellissimo Samakqand gilyon 5
UZUM1647	г.Самарканд, ул. Регистан 7	Bellissimo Registon
UZUM1649	Ташкентская область, Бостанлыкский район, МСГ «Коронкул», улица Янги Узбекистон, 189	Korzinka Янги Узбекистон, 189
UZUM1650	г. Карши улица Насаф, 4/173	Max fit
UZUM1651	г. Карши, махаллинский сход граждан Навоий, ул. Жайхун, 5	Metro Mall
UZUM1652	г. Нукус проспект Ходжейли, 15	Zor market
UZUM1653	г. Ургенч улица Ал-Хоразмий, 90/4	Uzbekistan Hotel
UZUM1654	г. Ургенч улица Фарход, 33/68	Cosmo Park
UZUM1655	Ташкентский район, населённый пункт Тутзар	Legion Магазин №61 Бетонка
UZUM1656	г. Ташкент, Бектимирский район, ул. Хусейна Байкары, 29Г	Legion Магазин№53 Водник
UZUM1657	г. Ташкент, Мирзо-Улугбекский район, ул. Олтинтепа, 259	Legion МАГАЗИН № 10 ЦИАЛКОВСКИЙ
UZUM1658	Ташкентская область, Бостанлыкский район, городской посёлок Чарвак	Makro - 147
UZUM1659	г. Ташкент, Юнусабадский район, махаллинский сход граждан Хасанбай, ул. Барака, 106А	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1660	г. Ташкент, Шайхантахурский район, ул. Талабалар, 25г.	Makro - 140
UZUM1661	г. Чирчик, МФЙ  Бирлик, ул.А.Навои, дом 447	Korzinka Чирчик Парк
UZUM1662	Ташкентская область, г. Нурафшан, махаллинский сход граждан Нурафшон, улица Тошкент Йули, 52	Makro - 144
UZUM1648	г. Ташкент, Мирзо-Улугбекский район, улица Миллий Бог.	Makro - 071
UZUM1663	Ташкентская область,  г. Алмалык, МСГ Кимёгар, ул.Эхтиром, д-10-д	OLMA А-41
UZUM1664	Ташкентская область, г. Ангрен, МСГ Навбахор,12 массив, дом-1	OLMA А-45
UZUM1665	Бухара, улица Мустакиллик	Buxoro Savdo Majmuasi
UZUM1666	г. Бухара, улица Б. Накшбанди, 168 дом.	Единое окно
UZUM1667	г. Карши, улица Тукмангит, 5	SofGO 2
UZUM1669	г. Нукус, улица Дослык каналы, 183/2	Единое окно
UZUM1670	Сырдарьинская область, Сырдарьинский район, улица Узбекистан, микрорайон Ёшлик, дом 98а	Единое окно
UZUM1671	г.Ташкент, Янгихаетский район, махалля Ибрат, 71-й дом	Korzinka Сергели-4 станция
UZUM1672	г. Ташкент, Мирабадский район, улица Янги Куйлюк, 2А	Корзинка Файзабад
UZUM1676	г. Ташкент, Сергелийский район, ул. Абдурауфа Фитрата, 159А	Legion Магазин №40
UZUM1678	г. Термез, махаллинский сход граждан Саховат	Nura Store
UZUM1679	г.Термез, А.Ул. Навои, 41 " з " - дом	Единое окно
UZUM1680	Хореземская обл., Ургенчский район, улица Янги Шавот	Единое окно
UZUM1681	Хореземская обл., г. Ургенч, улица Ханка, дом 9/1	Единое окно
UZUM1682	Хореземская обл., город Хива, улица Буюк Йул, 34	Единое окно
UZUM1569	г. Самарканд, массив Карасу, 70Б	Korzinka Мотрид
UZUM1570	г. Самарканд, ул. Амира Темура, 83	Korzinka Самарканд Сити
UZUM1685	г. Карши, проспект Мустакиллик, 50	Пункт выдачи Uzum Market
UZUM1686	г. Карши, улица Шибаева, 7А	Пункт выдачи Uzum Market
UZUM1694	г. Янгиюль, р-н Нурафшан, Навруз РМС, ул. Олимжона.	Korzinka Янгиюль 1
UZUM1673	Ташкент, Юнусабадский район, ул. Абдуллы Кадыри, 39	БЦ Diamond
UZUM1696	Ташкент, Юнусабадский район, ул. Абдуллы Кадыри, 39	БЦ Diamond
UZUM1691	г. Ургенч, махалля Ок-Ариклар	Пункт выдачи Uzum Market
UZUM1690	г. Ургенч, улица Учкун, 1/1	Пункт выдачи Uzum Market
UZUM1689	Ургенч, улица Янги Шовот, 15	Пункт выдачи Uzum Market
UZUM1668	г. Коканд, МСГ (махалля) «Гиштли масжид», улица Турон, дом 10.	Bellissimo Kokand 2 Турон кучаси
UZUM1683	Фергансакая обл., Маргилан, Улица Мустакиллик, 378	Единое окно
UZUM1684	г. Ургенч, улица Абдульгази Бахадырхана, 109	Пункт выдачи Uzum Market
UZUM1687	Навои, МСГ Бунёдкор улица Алишер Навоий, 11G, 	Korzinka Навои 45-Б
UZUM1688	г. Ургенч, улица Ислама Каримова, 122	Пункт выдачи Uzum Market
UZUM1692	г. Навои, Карманинский район, старый город.( 8-й микрорайон, просп. Ислама Каримова, 105)	Korzinka Навои К072
UZUM1693	г. Фергана, населённый пункт Миндонобод, ул. Мустакиллик Шукронаси, 124Д	Korzinka Фергана Миндонобод
UZUM1748	Ташкент, Мирзо-Улугбекский район, переулок Пушкина, д.7	БЦ Galleon
UZUM1749	Ташкент, Яккасарайский район, ул. Кичик Бешагач, 132А	БЦ Uzum Market
UZUM1119	г. Ташкент, ул. Сагбан, 52	Пункт выдачи Uzum Market
UZUM1674	г. Ташкент, Алмазарский район, МСГ «Хафиза Кухакий», улица Сагбан, 40	Korzinka Сагбан, 40
UZUM1675	г. Ташкент, улица Кукча Дарвоза, 544	Пункт выдачи Uzum Market
UZUM1677	Ташкентская область, Бостанлыкский район, городской посёлок Чарвак, улица Ходжикент	Olma-C9
UZUM1695	г. Самарканд, Термезкая улица	Пункт выдачи Uzum Market
UZUM1697	г. Самарканд улица Нодирабегим, 24	Шахзодбек маркет
UZUM1698	г. Самарканд, улица Мирзо Улугбека, 78А	Dilmurod market
UZUM1699	г. Самарканд, улица Рудаки, 187	Автострахование Самарканд
UZUM1700	г.Самарканд, улица Махмуда Ходжи Бехбуди, 2	ТЦ Euro Plaza
UZUM1701	Ташкентская область,Ангрен,Bunyodkor ko'chasi, 2	Bellissimo Angren
UZUM1703	г. Карши,улица Амира Тимура, 118А	Bellissimo Karshi
UZUM1704	г. Ургенч, махалля “Феруз, улица ”Пахлавон Махмуд”, дом 59/1, кв1	Bellissimo Urgench
UZUM1705	Ташкентская область, г. Бекабад, Нурли йул МФИ, ул. Буюк ипак йули, дом 337	Bellissimo Bekabad
UZUM1706	г. Фергана, улица Сайилгох, 58	Bellissimo Fargona 1
UZUM1707	г. Фергана, улица Мустақиллик шох, дом 65б	Bellissimo Fargona 2 (flagman)
UZUM1708	г. Фергана, махаллинский сход граждан Навруз, улица Саккокий, 77	Bellissimo Fargona 3 (yumma)
UZUM1713	г. Ташкент, Чиланзарский район, ул.Чиланзарская, дом 88	Korzinka Dombirobod
UZUM1712	г. Ташкент, Учтепинский район. махаллинский сход граждан Хамдуст	Korzinka Depo
UZUM1716	г. Ташкент, улица Али Кушчи	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1702	г.Нукус,улица Аллаяра Досназарова, 60	Bellissimo Nukus
UZUM1709	Ташкентская область, Бостанлыкский район, н.п. Юсупхана	Charos hotel
UZUM1710	г. Ташкент, Сергелийский район, массив Куйлюк, 7-й квартал, 1Б	Огни Сеул
UZUM1711	г. Ташкент,  Ферганское ш., 222/5	Sohil Market 1
UZUM1714	г. Ташкент, Каракамыш 1/3, улица Сагбан, 35А.	Korzinka Каракамыш 1/3
UZUM1715	Ташкентская область, Бостанлыкский район	Пирамиды
UZUM1717	г. Самарканд, улица А.Тимура, 152	Единое окно
UZUM1718	г.Самарканд,МСГ Хунармандлар,ул.Спитаменшох,д-11	Olma S-23 ( Самарканд )
UZUM1719	г. Самарканд, проспект Навои, 6	Исроил маркет
UZUM1720	г. Термез, улица Ислама Каримова, 140	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1721	г. Термез, улица Истиклол, 3	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1722	г. Термез, улица Ислама Каримова, 172	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1723	г. Нукус, улица Халыклар Бирлиги, 12A	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1724	г. Нукус, автомагистраль Нукус - Чимбай, 25A	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1725	г. Нукус, улица К. Мамбетова, 56V	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1726	г. Карши, улица Мазхаб, 1/147	ПВЗ УЗУМ МАРКЕТ (франшиза)
UZUM1727	Бухара, махаллинский сход граждан Жалол Икромий, ул. Бахоуддина Накшбанда, 100	Гостиница ASL
UZUM1728	г. Наманган, махаллинский сход граждан Истикбол, улица Узумзор, 81	Nam global farm
UZUM1729	город Фергана, село Ёшлар, улица Мурабилар, дом 2	Единое окно
UZUM1730	г. Ургенч, улица Абдульгази Бахадырхана, 152V	Uzum Market франшиза
UZUM1731	г. Хива, Kelajak Sari koʻchasi, 41А	VOHA
UZUM1732	г. Ташкент, Янгихаётский р-н,МСГ Чорбог квартал Спутник-1,д, 33 b	Olma М-196  ( Ташкент )
UZUM1733	г. Ташкент, Мирабадский р-н,Толарик, Куйлюк-4,д 32-а	Olma М-200  ( Ташкент )
UZUM1734	г. Ташкент, Учтепинский р-н, Чаманзор МСГ, ул.Учтепа	Olma М-126  ( Ташкент )
UZUM1735	г. Ташкент, Шайхонтохурский район, улица Ислама Каримова	Станция метро Дружба Народов
UZUM1736	г. Ташкент, Юнусабадский район, махаллинский сход граждан Кашгар	Станция метро Площадь Мустакиллик
UZUM1737	г. Ташкент, Мирабадский район, улица Афросиаб д.41	Станция метро Айбека
UZUM1738	г. Ташкент, Юнусабадский район, проспект Амира Темура	Станция метро Абдуллы Кадыри
UZUM1739	г. Ташкент, Яшнабадский район, улица Эльбека жд салар	Станция метро Дустлик 2
UZUM1740	г. Ташкент, Шайхонтохурский район, махаллинский сход граждан Урда	Станция метро Пахтакор
UZUM1741	г. Ташкент, Шайхонтохурский район, улица Батыра Закирова	Станция метро Алишера Навои
UZUM1742	г. Андижан, просп. Бабура, 8	Makro m016
UZUM1743	г. Андижан, ул. Амир Умархан, 24	Makro m020
UZUM1744	г. Коканд, ул. Истиклол, 4	Makro m024
UZUM1745	г. Бухара, махаллинский сход граждан Дилкушо	Korzinka K221
UZUM1746	г. Ташкент, Юнусабадский район, проспект Амира Темура	Станция метро Абдуллы Кадыри
UZUM1747	г. Ташкент, Сергелийский район, ул. Янги Сергели, 100	Global International Hospital
